"sample","Pain_VAS","Pain_red","TNF","IL6","BDNF","CPT","kon","koff","kT_TNF","kT_IL6","k_up","k_reb","Kd_OPRM1","k_hyper","kIL6_BDNF","kB_TAC1","kdTNF","kdIL6"
237,3.61748126223057,48.321696253849,0.970964914005819,3.5536253829721,1.72409931164785,46.7574353218773,0.209575359452205,3.98609881173827,1.23358746878686,0.588328482493137,0.101930269555266,0.054350196673302,0.00495581348291412,1.10368726431377,0.849003221998302,1.18675857918399,1.14126798091736,0.310289061937753
238,5.1117740590203,26.97465629971,1.51079586099631,5.02188023173194,2.0036302797635,35.6916494115032,0.0631138084945657,4.65434153405771,3.26462671575253,1.42440431519241,0.0454407406750368,0.0611623298350023,0.000903320892307907,0.861565953551171,0.891894301831722,1.47506872161524,1.25741458640201,0.280963792248474
239,3.69568387050844,47.2045161355937,0.583175023883929,8.30694173641002,1.45137621144947,46.2124355240936,0.297955493017868,1.45236400682898,0.938208615555971,1.90589078319306,0.0899928547471141,0.0748582479747129,0.00455454120545089,1.09711974506041,0.191490158033557,1.08954349325784,1.88768310416397,0.190998347477172
240,3.7220337134243,46.8280898082243,1.56324816688348,5.35353459779103,1.83529284490367,44.3636819919248,0.0345717570393036,3.72371964512308,0.569523152340747,0.986265837249036,0.0313791273834572,0.0107939836744335,0.00267744233726338,0.572742235305331,0.672187974713199,1.68617621551439,0.413408836745657,0.233398541077739
241,3.61133621473503,48.4094826466425,0.998989538709025,14.44831095517,3.94130956038784,45.6898294177228,0.201877763513134,4.02494973341337,1.5518032865886,2.42548936433469,0.11710461181219,0.0250226813462796,0.00302061479587108,0.603181708857417,1.01140188954747,2.18049740394655,1.24742365242727,0.123163856732581
242,3.25206108831112,53.5419844526983,2.1468392680877,5.16207607592202,1.53349656681914,45.8372419813462,0.396207648773988,0.730420878327529,3.44794515438805,1.11627551874518,0.111887679897427,0.0123668658340466,0.00151895697680488,0.138336775435135,0.39135166060164,0.840540088218947,0.823659679980483,0.250693179487522
243,4.5182533286184,35.4535238768801,0.670119081674811,23.8839617020373,5.22781582243096,40.1931471703981,0.285383558604618,1.23891174967905,0.650629314637432,2.07035629566945,0.016875801292543,0.0761416629721643,0.00237310097856447,1.03154940407545,0.893548441316311,1.40666804573204,1.39916957533732,0.0689521279121206
244,3.57387341693106,48.9446654724135,1.78348233987875,17.3641629939145,4.28733524345696,46.2640318938856,0.461630860371818,1.53177782582717,2.34333404121067,2.3797811518788,0.0678896830078137,0.0746822507069446,0.00356301429292932,0.688781108893144,0.94578490935817,0.739739545644416,0.793373922986444,0.101347482277585
245,3.52708434058995,49.6130808487149,1.01232422757257,4.46187191947531,1.47850334335051,46.8392044666142,0.365441251199281,1.35915662999808,2.28745681577246,0.800002528710136,0.0318607573727922,0.0687253152737394,0.00475207172197476,0.902873737579367,0.388306190090487,1.22621237011316,1.55906930080848,0.264361833504944
246,3.47158376100385,50.4059462713736,1.7104910811996,4.60425914243777,1.87895965144987,46.1358997397629,0.312630442561496,4.26411627921408,3.38999532313358,1.97092991085816,0.0773716828768064,0.0054390659321798,0.00351067444034666,0.532018478317807,0.831178015548581,1.41611816450177,1.11880132099055,0.35007014715722
247,3.84891415217848,45.015512111736,2.3567646110432,3.93857828656338,1.78255500114616,45.011962735551,0.249292836730757,1.17540096396154,0.972651259009726,1.14524449974547,0.0838286397451612,0.0255135321358684,0.00393024506133422,1.04103578929665,0.843645197387629,0.792917852576667,0.22958569883462,0.331796184919348
248,4.9252995365158,29.6385780497742,0.577038606764164,17.0622853033244,4.51565688817244,36.2256522418554,0.157773215916093,1.30876367796282,0.664705613031207,0.391929599050432,0.0625031592169932,0.0779326119060861,0.000636380343586207,0.704023062847399,1.03250445130638,1.36990778129486,1.69433825380914,0.0603709441075722
249,3.80812278939174,45.5982458658324,1.22277603462029,19.1302392208135,5.15642638603596,44.542984535003,0.419304290607641,4.19227398018919,3.51512433842717,2.04434073520995,0.0565974174081581,0.0341728189404239,0.00292469041366503,0.721171345476837,1.09607150004455,2.05594530622816,1.70542018587142,0.0856541124610618
250,4.47333972286967,36.0951468161476,1.08119377726761,5.59228149348103,2.1669462031447,41.0810927981405,0.0297302759043096,3.83333959161731,3.39483954982638,2.21389772471972,0.0468738529179012,0.0782410207680659,0.00271857133825868,1.1620485157695,0.953658832922423,1.31803917494401,1.91576090736873,0.304350183968665
251,3.42438239481269,51.0802515026759,1.79375502615306,3.95111782688943,1.46027657608743,46.2684381658332,0.450591881240384,2.6189328040989,2.96292916613126,1.77560105899489,0.0135337678064592,0.0416673100810149,0.00340855886044353,0.478255325306905,0.414375517175145,0.873516702857024,0.947458157769404,0.389505749230972
252,3.26288264332265,53.3873908096764,1.36934921431308,4.90997799477463,2.12378155099909,46.9338635313186,0.485310680084435,4.81034336936606,1.37952926803846,1.43387170735995,0.0195388447809809,0.0232100538248778,0.0030516843014434,0.298211918789738,1.04020374778883,0.945076729410018,0.777261894622818,0.287942294478494
253,3.01088285732442,56.9873877525082,1.07994398118359,9.75221954653403,1.77232207856728,49.1833068294435,0.192547729300521,2.86458949471327,1.71289856941594,2.15298227527396,0.071478358685784,0.0503817762931576,0.00378174286641926,0.216710962951106,0.335230811335534,1.48471494714807,1.20023357475363,0.172159119387429
254,4.17426631241635,40.3676241083379,1.2653348157923,4.75925495715075,2.22726576819161,42.0371737003631,0.37817200908896,4.59274673217582,3.14037997054208,0.876785853274167,0.100821918952108,0.0476760605549207,0.00203369497833401,0.754311829078089,1.18686643571282,1.99298706581645,1.50298919205042,0.253981384986585
255,3.49562885772532,50.0624448896383,0.53588942083496,12.3984896391769,2.22552926317876,46.7708473959478,0.452485717982062,4.06283738645034,0.817284956293103,0.553522004874423,0.0561746558455207,0.0331643757334677,0.00401124958823621,0.713899744657101,0.454855245319971,1.29781024697345,1.98362810827466,0.0878808199117193
